tracking_id	male_flower_0	male_flower_1	male_flower_3	male_flower_2	male_flower_4	male_flower_6	male_flower_5
Zosma82g00250	29.642	67.7673	47.7997	37.5981	47.3493	40.7612	452.462
Zosma82g00290	816.801	1201.74	640.226	743.789	641.665	741.541	357.207
Zosma82g00300	43015.4	16883.1	131371	100841	121820	125783	38119.1
Zosma82g00310	442.983	356.908	331.701	348.191	378.794	373.122	472.874
Zosma82g00320	416.634	343.354	722.79	439.734	610.643	418.586	1105.64
Zosma82g00340	1177.44	1558.65	1935.16	1580.76	1928.26	1597.53	2041.18
Zosma82g00350	380.405	519.549	367.913	408.675	336.343	293.167	323.187
Zosma82g00360	16.4678	0	39.1089	21.2511	26.1237	15.6774	23.8138
Zosma82g00370	13.1742	22.5891	40.5573	35.9634	53.8802	21.9484	83.3483
Zosma82g00380	32.9355	27.1069	44.9028	39.2328	66.9421	26.6516	98.6571
Zosma82g00390	337.589	374.979	421.507	387.424	455.533	264.948	8.50493
Zosma82g00400	54.3436	81.3207	97.0479	65.388	71.8403	39.1935	47.6276
Zosma82g00410	403.46	560.209	666.299	480.602	746.159	376.257	1086.93
Zosma82g00420	826.682	650.566	737.274	578.684	731.465	739.973	673.59
Zosma82g00430	227.255	243.962	632.984	523.104	591.05	448.373	775.649
Zosma82g00480	23.0549	36.1425	39.1089	40.8675	39.1856	20.3806	61.2355
Zosma82g00490	70.8114	54.2138	98.4964	101.351	91.4331	100.335	141.182
Zosma82g00500	1017.71	1052.65	945.855	984.09	749.425	1283.98	506.894
Zosma82g00510	502.267	379.497	1874.33	1296.32	1604.98	1241.65	709.311
Zosma82g00520	475.918	433.711	252.035	282.803	233.481	360.58	508.595
Zosma82g00530	525.322	243.962	233.205	281.168	226.95	293.167	120.77
Zosma82g00540	107.04	81.3207	194.096	99.7167	104.495	78.387	5.10296
Zosma82g00560	171.265	54.2138	550.421	322.036	496.351	228.89	1316.56
Zosma82g00570	65.871	27.1069	47.7997	104.621	102.862	92.4966	51.0296
Zosma82g00580	42.8162	13.5535	8.69086	60.4839	16.3273	39.1935	11.9069
Zosma82g00590	9832.9	13964.6	10324.7	10522.6	10642.2	13429.3	23572.3
Zosma82g00600	546.73	492.442	450.476	498.584	484.922	670.992	811.37
Zosma82g00610	414.988	1870.38	92.7025	312.228	208.99	736.837	129.275
Zosma82g00620	167.971	284.623	130.363	117.698	171.437	322.954	1712.89
Zosma82g00630	57334.2	122202	29731.4	27286.4	19486.7	34546.7	964.459
Zosma82g00640	18.1145	4.51782	28.9695	14.7123	27.7565	23.5161	39.1227
Zosma82g00650	11.5274	4.51782	8.69086	6.5388	4.8982	7.8387	54.4315
Zosma82g00660	279.952	424.675	188.302	255.013	223.685	271.219	168.398
Zosma82g00670	324.415	58.7316	269.417	295.881	367.365	222.619	370.815
Zosma82g00680	87.2791	63.2494	78.2177	68.6574	48.982	34.4903	30.6177
Zosma82g00690	403.46	311.729	17.3817	68.6574	26.1237	302.574	130.976
Zosma82g00700	131.742	117.463	192.647	212.511	160.008	184.993	289.168
Zosma82g00710	301.36	352.39	254.932	233.762	210.623	264.948	598.747
Zosma82g00740	176.205	13.5535	281.004	235.397	298.79	195.967	100.358
Zosma82g00750	21.4081	4.51782	79.6662	50.6757	106.128	62.7096	166.697
Zosma82g00770	156.444	203.302	168.023	119.333	168.172	120.716	246.643
Zosma82g00780	1920.14	1902	2865.09	2666.2	1890.71	3157.43	979.768
Zosma82g00790	16.4678	0	13.0363	3.2694	4.8982	7.8387	88.4512
Zosma82g00800	18.1145	4.51782	5.7939	1.6347	4.8982	3.13548	64.6374
Zosma82g00820	494.033	849.35	630.087	590.127	674.319	476.593	3128.11
Zosma82g00830	223.962	221.373	409.919	290.977	401.653	279.058	2798.12
Zosma82g00840	1511.74	1531.54	640.226	1353.53	675.952	1172.67	57.8335
Zosma82g00860	4370.54	8931.73	1486.14	3700.96	1990.3	4065.15	0
Zosma82g00870	223.962	275.587	286.798	199.433	241.645	177.155	185.407
Zosma82g00880	1473.86	2475.76	1545.52	1423.82	1675.19	1784.09	1401.61
Zosma82g00910	423.221	704.78	1116.78	259.917	1074.34	219.484	605.551
Zosma82g00920	2300.55	4770.82	1945.3	2357.24	1453.13	2825.07	294.27
Zosma82g00930	19.7613	4.51782	34.7634	32.694	29.3892	17.2451	10.2059
Zosma82g00940	535.202	727.369	573.597	500.218	563.293	373.122	904.924
Zosma82g00950	16.4678	90.3564	60.836	183.086	96.3313	150.503	137.78
Zosma82g00970	102.1	153.606	72.4238	120.968	94.6986	197.535	30.6177
Zosma833g00050	3.29355	0	11.5878	1.6347	1.63273	12.5419	54.4315
Zosma83g00020	55.9904	22.5891	42.0058	62.1186	60.4112	43.8967	27.2158
Zosma83g00030	60.9307	126.499	52.1451	76.8309	40.8184	131.69	40.8236
Zosma83g00080	0	9.03564	2.89695	57.2145	1.63273	3.13548	18.7108
Zosma83g00090	0	18.0713	0	39.2328	4.8982	6.27096	6.80394
Zosma83g00100	202.553	117.463	120.224	174.913	124.088	210.077	151.388
Zosma83g00110	604.367	695.744	485.239	472.428	481.657	556.547	343.599
Zosma83g00120	273.365	189.748	407.022	415.214	553.497	199.103	224.53
Zosma83g00140	79.0452	36.1425	163.678	142.219	155.11	64.2773	578.335
Zosma83g00150	271.718	298.176	299.835	364.538	383.693	227.322	331.692
Zosma83g00160	36.2291	85.8385	1189.2	1042.94	849.022	21.9484	420.143
Zosma83g00220	11.5274	13.5535	10.1393	11.4429	16.3273	3.13548	74.8434
Zosma83g00230	449.57	754.476	1361.57	787.926	1175.57	758.786	78.2453
Zosma83g00250	136.682	189.748	159.332	158.566	197.561	120.716	113.966
Zosma83g00260	52.6968	108.428	780.729	1551.33	1750.29	796.412	1348.88
Zosma83g00270	74.1049	36.1425	68.0784	80.1003	76.7385	56.4386	166.697
Zosma83g00310	64.2243	81.3207	39.1089	52.3104	39.1856	79.9547	39.1227
Zosma83g00320	795.393	1093.31	722.79	843.505	630.235	881.07	569.83
Zosma83g00330	57.6372	49.696	10.1393	34.3287	8.16367	23.5161	129.275
Zosma83g00340	1470.57	3121.81	1026.97	1093.61	809.836	1252.62	1372.7
Zosma83g00380	1.64678	18.0713	1.44848	42.5022	27.7565	48.5999	54.4315
Zosma83g00390	156.444	411.121	181.06	102.986	81.6367	219.484	1430.53
Zosma83g00410	836.562	682.19	787.971	892.546	788.611	879.502	1687.38
Zosma83g00420	135.036	171.677	172.369	227.223	181.233	147.367	324.888
Zosma83g00430	489.092	524.067	382.398	503.488	375.529	511.083	277.261
Zosma83g00440	331.002	243.962	353.428	330.21	351.038	341.767	387.825
Zosma83g00460	70.8114	76.8029	104.29	63.7533	68.5748	84.6579	57.8335
Zosma83g00470	307.947	298.176	263.623	243.57	259.605	277.49	336.795
Zosma83g00490	293.126	334.319	378.052	281.168	240.012	217.916	166.697
Zosma83g00500	225.608	171.677	302.731	173.278	146.946	144.232	15.3089
Zosma83g00510	217.374	216.855	254.932	245.205	251.441	202.238	578.335
Zosma83g00520	69.1646	36.1425	127.466	81.735	101.23	53.3031	102.059
Zosma83g00530	668.591	2001.39	496.827	918.702	378.794	752.515	0
Zosma83g00540	0	0	40.5573	11.4429	44.0838	12.5419	69.7404
Zosma83g00560	4902.45	3686.54	2319.01	3477.01	1967.44	3126.07	183.706
Zosma83g00570	0	0	0	44.1369	1.63273	56.4386	18.7108
Zosma83g00590	533.555	384.015	282.453	374.346	302.056	395.07	404.835
Zosma83g00610	752.577	591.834	777.832	877.834	643.297	907.721	787.556
Zosma84g00010	1622.07	1061.69	215.823	501.853	217.154	906.153	40.8236
Zosma84g00020	1314.13	1811.64	1060.28	1222.76	1012.3	1644.56	937.243
Zosma84g00030	889.259	1725.81	787.971	966.108	587.784	1131.91	222.829
Zosma84g00060	232.195	239.444	30.418	31.0593	37.5529	108.174	117.368
Zosma84g00070	452.863	650.566	614.154	372.712	462.064	454.644	362.31
Zosma84g00080	192.673	36.1425	154.987	116.064	106.128	161.477	39.1227
Zosma84g00090	92.2195	81.3207	147.745	145.488	155.11	105.039	71.4414
Zosma84g00100	19.7613	0	62.2845	22.8858	29.3892	17.2451	59.5345
Zosma84g00140	843.149	858.385	916.885	737.25	894.738	653.747	1110.74
Zosma84g00150	286.539	542.138	201.338	308.958	310.219	123.851	302.775
Zosma84g00160	8.23388	40.6604	21.7271	21.2511	27.7565	17.2451	113.966
Zosma84g00170	2503.1	4206.09	1827.98	2841.11	2075.21	2930.1	95.2552
Zosma84g00180	540.143	984.884	163.678	737.25	220.419	799.547	280.663
Zosma84g00190	70.8114	94.8742	55.0421	78.4656	53.8802	53.3031	17.0099
Zosma84g00200	136.682	9.03564	55.0421	86.6391	40.8184	23.5161	394.629
Zosma84g00210	31.2887	40.6604	31.8665	44.1369	14.6946	39.1935	13.6079
Zosma84g00220	9.88066	36.1425	17.3817	34.3287	24.491	39.1935	11.9069
Zosma84g00240	161.384	144.57	139.054	122.603	148.579	152.071	122.471
Zosma84g00260	18.1145	31.6247	23.1756	34.3287	9.7964	17.2451	105.461
Zosma84g00270	60.9307	18.0713	53.5936	19.6164	39.1856	34.4903	153.089
Zosma84g00280	390.286	456.3	647.469	542.721	695.545	503.244	762.041
Zosma84g00290	1687.95	2453.18	1496.28	1451.61	1503.75	1713.54	586.84
Zosma84g00300	266.778	239.444	365.016	253.379	574.722	219.484	1706.09
Zosma84g00310	363.937	248.48	418.61	452.812	447.369	435.832	319.785
Zosma84g00330	428.162	248.48	207.132	297.515	266.136	321.387	68.0394
Zosma84g00340	270.071	298.176	201.338	199.433	169.804	188.129	600.448
Zosma84g00350	27.9952	18.0713	73.8723	26.1552	65.3094	12.5419	13.6079
Zosma84g00390	156.444	112.945	305.628	271.36	329.812	302.574	1134.56
Zosma84g00400	500.62	587.316	421.507	568.876	519.209	650.612	154.79
Zosma84g00410	2359.83	4490.71	2329.15	2715.24	1758.45	3811.17	466.07
Zosma84g00420	195.966	167.159	140.502	145.488	168.172	222.619	130.976
Zosma84g00430	13.1742	27.1069	1.44848	24.5205	8.16367	26.6516	1.70099
Zosma84g00440	205.847	194.266	173.817	205.972	166.539	177.155	178.603
Zosma84g00450	255.25	67.7673	134.708	156.931	132.251	141.097	42.5246
Zosma84g00460	1100.05	1477.33	1026.97	993.898	1152.71	1009.62	329.991
Zosma84g00470	301.36	212.337	391.089	326.94	328.18	406.044	227.932
Zosma84g00480	232.195	54.2138	350.531	451.177	396.754	189.696	1864.28
Zosma84g00490	480.859	54.2138	30.418	42.5022	29.3892	56.4386	42.5246
Zosma84g00500	1205.44	234.927	867.637	872.93	742.894	937.508	1559.8
Zosma84g00510	4.94033	0	84.0116	67.0227	83.2694	75.2515	39.1227
Zosma84g00520	401.813	402.086	182.508	555.798	254.707	1025.3	404.835
Zosma84g00530	116.921	22.5891	69.5269	109.525	60.4112	61.1418	52.7305
Zosma84g00560	146.563	194.266	169.472	132.411	133.884	90.9289	115.667
Zosma84g00580	115.274	171.677	91.254	125.872	80.004	83.0902	8.50493
Zosma84g00620	11.5274	18.0713	7.24238	413.579	0	719.592	1.70099
Zosma84g00630	6.5871	0	15.9332	4.9041	60.4112	7.8387	100.358
Zosma851g00020	27.9952	9.03564	24.6241	44.1369	9.7964	51.7354	86.7503
Zosma85g00010	382.052	460.817	473.652	258.283	630.235	279.058	634.468
Zosma85g00020	4.94033	9.03564	88.357	71.9268	137.15	48.5999	93.5542
Zosma85g00030	34.5823	18.0713	28.9695	40.8675	75.1058	43.8967	10.2059
Zosma85g00040	474.271	451.782	718.444	652.245	782.08	653.747	1041
Zosma85g00050	197.613	374.979	253.483	202.703	285.728	169.316	34.0197
Zosma85g00090	9.88066	4.51782	21.7271	11.4429	19.5928	1.56774	183.706
Zosma85g00100	398.52	429.193	1390.54	1428.73	1471.09	718.025	1124.35
Zosma85g00120	148.21	103.91	153.538	156.931	171.437	148.935	168.398
Zosma85g00130	3114.05	7142.67	1823.63	3705.87	1413.95	5211.17	1624.44
Zosma85g00140	385.346	478.889	540.282	387.424	429.409	340.199	527.305
Zosma85g00150	141.623	72.2851	183.956	114.429	150.212	139.529	93.5542
Zosma85g00160	70.8114	22.5891	70.9753	45.7716	80.004	58.0064	25.5148
Zosma85g00170	49.4033	18.0713	59.3875	39.2328	35.9202	32.9225	25.5148
Zosma85g00190	1664.89	3121.81	3057.73	3810.49	2622.17	3858.21	845.39
Zosma85g00200	238.783	316.247	373.707	259.917	349.405	304.141	347.001
Zosma85g00210	225.608	207.82	234.653	228.858	230.216	348.038	826.679
Zosma85g00230	8.23388	9.03564	5.7939	1.6347	8.16367	4.70322	40.8236
Zosma85g00240	238.783	22.5891	163.678	325.305	320.016	56.4386	71.4414
Zosma85g00250	877.732	1834.23	646.02	639.168	752.69	758.786	887.914
Zosma85g00260	93.8662	67.7673	163.678	214.146	166.539	117.58	350.403
Zosma85g00270	304.654	316.247	279.556	274.63	316.75	232.025	955.954
Zosma85g00280	21.4081	27.1069	11.5878	42.5022	3.26547	3.13548	74.8434
Zosma85g00310	83.9856	9.03564	14.4848	27.7899	9.7964	14.1097	20.4118
Zosma85g00320	242.076	144.57	134.708	127.507	120.822	108.174	91.8532
Zosma85g00330	39.5226	27.1069	46.3512	83.3697	35.9202	7.8387	103.76
Zosma85g00350	24.7016	22.5891	14.4848	16.347	4.8982	20.3806	68.0394
Zosma85g00390	4.94033	18.0713	7.24238	22.8858	4.8982	3.13548	64.6374
Zosma85g00400	1314.13	3379.33	1187.75	1696.82	1516.81	2216.78	857.297
Zosma85g00410	46.1097	27.1069	53.5936	70.2921	53.8802	40.7612	39.1227
Zosma85g00440	52.6968	49.696	157.884	106.256	158.375	81.5224	79.9463
Zosma85g00480	36326.2	78004.6	1490.48	20417.4	427.776	38144.7	287.467
Zosma85g00510	1.64678	9.03564	10.1393	27.7899	26.1237	0	229.633
Zosma85g00520	2699.07	3049.53	3773.28	3499.89	3187.1	3905.24	2298.03
Zosma85g00530	732.815	1030.06	935.716	877.834	893.106	912.424	736.527
Zosma85g00540	44.463	45.1782	62.2845	91.5432	83.2694	76.8192	40.8236
Zosma85g00550	334.296	212.337	366.464	322.036	375.529	341.767	1000.18
Zosma85g00560	125.155	112.945	86.9086	102.986	177.968	175.587	207.52
Zosma85g00580	9692.92	17221.9	7159.82	7195.95	5711.3	9524.02	6810.75
Zosma85g00590	242.076	234.927	757.553	580.319	679.217	681.967	224.53
Zosma85g00600	47.7565	9.03564	21.7271	40.8675	35.9202	31.3548	3.40197
Zosma85g00610	273.365	135.535	514.209	397.232	548.599	280.625	432.05
Zosma85g00630	836.562	998.438	827.08	827.158	646.563	865.392	518.801
Zosma85g00640	2219.85	7156.22	1307.97	2543.59	1813.97	3707.7	307.878
Zosma85g00650	103.747	90.3564	172.369	137.315	106.128	98.7676	134.378
Zosma85g00660	62.5775	49.696	78.2177	83.3697	84.9022	53.3031	47.6276
Zosma85g00680	642.243	320.765	761.898	482.237	569.824	479.728	1474.75
Zosma85g00710	582.959	447.264	346.186	496.949	367.365	504.812	20.4118
Zosma85g00720	2173.74	4716.6	608.36	936.683	884.942	915.56	231.334
Zosma85g00740	189.379	72.2851	234.653	114.429	187.764	119.148	511.997
Zosma85g00750	111.981	126.499	225.962	233.762	243.277	169.316	680.394
Zosma85g00760	27.9952	4.51782	139.054	142.219	117.557	31.3548	35.7207
Zosma85g00770	275.012	293.658	376.604	255.013	279.198	247.703	129.275
Zosma85g00780	6203.41	13481.2	5399.92	6426.01	4832.89	8276.1	1381.2
Zosma85g00790	44.463	81.3207	55.0421	73.5615	66.9421	40.7612	73.1424
Zosma85g00810	47.7565	49.696	26.0726	34.3287	22.8583	15.6774	52.7305
Zosma85g00820	1971.19	3483.24	1433.99	1548.06	1242.51	2031.79	2015.67
Zosma85g00830	197.613	393.05	153.538	264.821	217.154	266.516	125.873
Zosma85g00840	601.073	1454.74	480.894	542.721	212.255	866.96	108.863
Zosma85g00850	3785.94	9735.9	1265.97	2994.77	976.375	4764.36	1059.71
Zosma85g00860	163.031	194.266	153.538	158.566	158.375	126.987	44.2256
Zosma85g00870	184.439	406.604	194.096	173.278	124.088	189.696	455.864
Zosma85g00890	889.259	483.407	386.743	421.753	422.878	876.366	377.619
Zosma85g00910	617.541	1450.22	428.749	637.533	569.824	738.405	830.081
Zosma85g00920	536.849	2236.32	62.2845	184.721	125.721	967.295	113.966
Zosma85g00930	186.086	257.516	221.617	248.474	202.459	214.78	209.221
Zosma85g00940	339.236	252.998	430.197	495.314	455.533	302.574	438.854
Zosma85g00970	146.563	131.017	347.634	384.155	403.285	354.309	139.481
Zosma85g00980	306.3	469.853	194.096	281.168	204.092	391.935	503.492
Zosma85g00990	414.988	650.566	446.131	387.424	662.89	360.58	280.663
Zosma85g01010	296.42	316.247	270.865	354.73	293.892	293.167	350.403
Zosma85g01020	222.315	361.425	317.216	287.707	285.728	214.78	813.071
Zosma85g01030	14.821	9.03564	31.8665	22.8858	24.491	18.8129	256.849
Zosma85g01050	393.579	221.373	278.107	299.15	311.852	236.729	447.359
Zosma85g01060	393.579	438.228	530.142	462.62	480.024	431.128	918.532
Zosma85g01070	1088.52	1129.45	799.559	818.985	804.938	948.482	809.669
Zosma85g01100	556.61	447.264	467.858	425.022	439.205	536.167	180.304
Zosma85g01110	69.1646	108.428	139.054	98.082	140.415	65.8451	216.025
Zosma85g01130	1692.89	2118.86	1580.29	1391.13	1397.62	1788.79	1209.4
Zosma85g01150	1536.44	2001.39	1423.85	1315.93	1201.69	1597.53	2478.34
Zosma85g01160	370.525	524.067	576.493	338.383	502.882	380.961	290.868
Zosma85g01180	349.117	438.228	279.556	318.767	295.525	304.141	394.629
Zosma85g01190	49.4033	13.5535	86.9086	63.7533	111.026	62.7096	117.368
Zosma85g01200	49.4033	67.7673	912.54	1304.49	2000.1	211.645	595.345
Zosma85g01210	727.875	343.354	110.084	305.689	112.659	301.006	5.10296
Zosma85g01220	42.8162	27.1069	49.2482	70.2921	70.2076	92.4966	13.6079
Zosma85g01230	169.618	103.91	325.907	317.132	303.689	277.49	267.055
Zosma85g01240	345.823	487.924	389.64	230.493	346.14	286.896	665.085
Zosma85g01250	2219.85	3591.67	1835.22	2082.61	2106.23	2197.97	801.164
Zosma85g01260	97.1598	162.641	192.647	201.068	254.707	108.174	445.658
Zosma85g01280	681.765	1143.01	434.543	588.492	553.497	805.818	210.922
Zosma86g00010	60.9307	316.247	34.7634	99.7167	17.9601	73.6837	27.2158
Zosma86g00040	6.5871	4.51782	28.9695	44.1369	22.8583	1.56774	52.7305
Zosma86g00060	3.29355	0	13.0363	6.5388	4.8982	4.70322	32.3187
Zosma86g00070	2402.65	4576.55	2552.21	3004.58	2111.13	3285.98	1551.3
Zosma86g00090	121.861	58.7316	137.605	134.045	128.986	95.6321	49.3286
Zosma86g00100	67.5178	45.1782	57.939	81.735	53.8802	58.0064	86.7503
Zosma86g00110	125.155	162.641	115.878	207.607	240.012	247.703	45.9266
Zosma86g00120	163.031	225.891	150.642	165.105	138.782	197.535	93.5542
Zosma86g00130	149.857	908.081	40.5573	76.8309	65.3094	90.9289	102.059
Zosma86g00150	398.52	275.587	492.482	482.237	527.373	550.277	125.873
Zosma86g00160	98.8066	85.8385	91.254	114.429	91.4331	111.309	62.9365
Zosma86g00180	148.21	112.945	110.084	202.703	101.23	170.884	136.079
Zosma86g00190	648.83	338.836	196.993	429.926	132.251	417.019	52.7305
Zosma86g00200	131.742	94.8742	107.187	132.411	145.313	117.58	98.6571
Zosma86g00210	266.778	248.48	175.266	210.876	151.844	148.935	233.035
Zosma86g00220	1149.45	799.654	1478.89	1324.11	1472.73	884.205	124.172
Zosma86g00230	32.9355	13.5535	36.2119	32.694	39.1856	26.6516	91.8532
Zosma86g00250	601.073	862.903	550.421	590.127	560.028	575.36	750.135
Zosma86g00260	6.5871	31.6247	99.9448	155.297	142.048	34.4903	91.8532
Zosma86g00270	21.4081	13.5535	46.3512	50.6757	57.1457	7.8387	158.192
Zosma86g00280	126.802	180.713	26.0726	31.0593	27.7565	17.2451	34.0197
Zosma86g00290	54.3436	81.3207	62.2845	62.1186	47.3493	47.0322	22.1128
Zosma86g00300	619.188	691.226	2006.14	1315.93	2560.13	1285.55	5701.7
Zosma86g00320	72.4581	94.8742	1.44848	0	9.7964	3.13548	61.2355
Zosma86g00340	65.871	18.0713	140.502	62.1186	138.782	45.4644	86.7503
Zosma86g00350	787.159	646.048	867.637	1011.88	1224.55	1208.73	620.86
Zosma86g00360	144.916	153.606	153.538	153.662	161.641	150.503	76.5443
Zosma86g00370	177.852	230.409	108.636	158.566	109.393	141.097	96.9562
Zosma86g00380	301.36	302.694	331.701	299.15	401.653	380.961	253.447
Zosma86g00390	93.8662	27.1069	257.829	191.26	318.383	101.903	467.771
Zosma86g00410	2256.08	4332.59	1113.88	1624.89	1221.29	1782.52	418.442
Zosma86g00420	291.479	198.784	169.472	261.552	249.808	402.909	113.966
Zosma86g00430	207.494	176.195	273.762	398.867	375.529	352.741	464.369
Zosma86g00440	113.628	167.159	168.023	150.392	173.07	186.561	340.197
Zosma86g00450	233.842	194.266	438.888	423.387	431.042	448.373	335.094
Zosma86g00470	103.747	49.696	76.7692	76.8309	80.004	79.9547	44.2256
Zosma86g00480	14.821	4.51782	78.2177	96.4473	179.601	29.787	76.5443
Zosma86g00490	182.792	397.568	162.229	495.314	292.259	617.689	306.177
Zosma86g00510	1106.63	2091.75	1173.27	750.328	969.844	766.625	2250.4
Zosma86g00520	635.656	935.188	566.354	568.876	511.046	689.805	1282.54
Zosma86g00540	23.0549	67.7673	18.8302	27.7899	44.0838	15.6774	64.6374
Zosma86g00550	6980.68	8177.25	4929.16	4609.86	6274.6	5062.23	15812.4
Zosma86g00560	617.541	1106.87	469.306	575.415	395.122	714.889	64.6374
Zosma86g00580	5933.33	9645.54	848.807	1157.37	729.832	1837.39	578.335
Zosma86g00590	95356.6	177284	78078.7	91067.5	55388.9	130510	12568.6
Zosma86g00600	217.374	162.641	131.811	130.776	124.088	153.638	78.2453
Zosma873g00010	4.94033	22.5891	27.521	9.8082	44.0838	21.9484	61.2355
Zosma87g00020	889.259	799.654	863.292	964.473	889.84	882.637	853.895
Zosma87g00030	36.2291	40.6604	44.9028	83.3697	52.2475	48.5999	113.966
Zosma87g00040	82.3388	54.2138	118.775	68.6574	102.862	61.1418	144.584
Zosma87g00050	52.6968	22.5891	46.3512	35.9634	45.7166	47.0322	10.2059
Zosma87g00060	200.907	126.499	166.575	202.703	205.724	228.89	185.407
Zosma87g00070	39.5226	63.2494	68.0784	39.2328	71.8403	29.787	314.682
Zosma87g00080	9.88066	18.0713	20.2787	31.0593	14.6946	15.6774	44.2256
Zosma87g00090	3.29355	4.51782	14.4848	40.8675	32.6547	15.6774	6.80394
Zosma87g00100	24.7016	13.5535	40.5573	39.2328	32.6547	36.058	15.3089
Zosma87g00110	223.962	72.2851	369.361	253.379	515.944	120.716	127.574
Zosma87g00130	9.88066	45.1782	34.7634	58.8492	73.473	45.4644	253.447
Zosma87g00140	8.23388	9.03564	33.3149	14.7123	45.7166	4.70322	61.2355
Zosma87g00150	1228.49	2141.45	1180.51	1283.24	1340.47	1084.88	1284.24
Zosma87g00160	55.9904	176.195	23.1756	35.9634	26.1237	62.7096	18.7108
Zosma87g00170	2074.94	2972.72	2235	2067.9	2081.74	2199.54	1399.91
Zosma87g00180	136.682	239.444	267.968	238.666	290.627	280.625	168.398
Zosma87g00190	36.2291	0	55.0421	86.6391	137.15	43.8967	34.0197
Zosma87g00200	42.8162	4.51782	5.7939	4.9041	0	9.40644	0
Zosma87g00210	805.273	225.891	721.341	1069.09	855.553	835.605	59.5345
Zosma87g00220	414.988	646.048	240.447	300.785	240.012	410.748	244.942
Zosma87g00230	9972.88	20194.6	14.4848	16.347	6.53094	362.148	3.40197
Zosma87g00250	9.88066	76.8029	4.34543	39.2328	11.4291	50.1677	0
Zosma87g00260	620.835	555.692	621.396	670.227	537.17	670.992	511.997
Zosma87g00270	207.494	424.675	202.787	240.301	225.317	264.948	108.863
Zosma87g00280	177.852	338.836	186.853	192.895	184.499	184.993	193.912
Zosma87g00300	604.367	221.373	1668.64	1489.21	1573.96	1415.67	4727.04
Zosma87g00310	322.768	451.782	582.287	616.282	589.417	713.321	627.664
Zosma87g00320	9.88066	13.5535	5.7939	11.4429	1.63273	40.7612	5.10296
Zosma87g00330	8.23388	27.1069	7.24238	27.7899	3.26547	65.8451	20.4118
Zosma87g00340	169.618	216.855	208.581	209.242	257.972	142.664	379.32
Zosma87g00360	75.7517	121.981	44.9028	106.256	73.473	130.122	0
Zosma87g00380	813.507	13.5535	380.949	269.726	566.559	92.4966	136.079
Zosma87g00400	8.23388	9.03564	7.24238	16.347	3.26547	10.9742	37.4217
Zosma87g00430	186.086	207.82	212.926	191.26	163.273	236.729	151.388
Zosma87g00460	662.004	58.7316	15.9332	6.5388	55.513	31.3548	81.6473
Zosma87g00480	6.5871	4.51782	8.69086	4.9041	13.0619	3.13548	115.667
Zosma87g00500	9796.67	24834.4	6189.34	10520.9	4156.94	15040.9	1918.71
Zosma87g00510	65.871	81.3207	33.3149	88.2738	55.513	89.3611	22.1128
Zosma87g00530	377.112	433.711	349.083	346.557	364.1	465.619	256.849
Zosma87g00550	349.117	438.228	330.253	348.191	233.481	465.619	202.417
Zosma87g00560	1465.63	912.599	256.38	312.228	253.074	385.664	340.197
Zosma87g00570	97.1598	171.677	94.1509	138.95	124.088	131.69	534.109
Zosma87g00580	775.631	2019.46	686.578	846.775	739.629	993.947	447.359
Zosma87g00590	113.628	203.302	43.4543	63.7533	35.9202	120.716	40.8236
Zosma87g00600	889.259	1120.42	1413.71	1080.54	1448.24	1108.39	2731.78
Zosma87g00610	83.9856	126.499	68.0784	94.8126	47.3493	95.6321	51.0296
Zosma87g00620	441.336	709.297	479.446	452.812	346.14	443.67	253.447
Zosma87g00630	79.0452	126.499	81.1147	81.735	80.004	98.7676	110.564
Zosma87g00650	46.1097	40.6604	56.4906	62.1186	62.0439	97.1998	207.52
Zosma87g00670	103.747	117.463	72.4238	101.351	66.9421	94.0644	45.9266
Zosma87g00680	546.73	695.744	583.736	537.816	506.148	663.154	302.775
Zosma87g00690	49.4033	9.03564	10.1393	13.0776	16.3273	21.9484	28.9168
Zosma87g00700	6279.16	21310.5	10.1393	80.1003	6.53094	2152.51	25.5148
Zosma87g00710	189.379	194.266	123.12	158.566	122.455	122.284	164.996
Zosma87g00720	3374.24	5552.4	19771.7	5979.73	28985.9	7736.79	12560.1
Zosma87g00730	1.64678	4.51782	4.34543	63.7533	0	6.27096	11.9069
Zosma87g00740	169.618	117.463	150.642	197.799	181.233	184.993	418.442
Zosma87g00750	441.336	411.121	659.057	470.794	586.152	464.051	178.603
Zosma87g00760	34.5823	13.5535	34.7634	68.6574	84.9022	32.9225	35.7207
Zosma87g00780	149.857	144.57	228.859	153.662	230.216	178.722	66.3384
Zosma87g00790	44.463	121.981	59.3875	50.6757	73.473	61.1418	139.481
Zosma87g00800	250.31	749.958	582.287	554.163	382.06	650.612	355.506
Zosma87g00810	2713.89	2977.24	4277.35	3221.99	5316.18	2632.23	2173.86
Zosma87g00820	205.847	103.91	446.131	290.977	386.958	266.516	610.654
Zosma87g00830	65.871	248.48	89.8055	102.986	163.273	75.2515	11.9069
Zosma87g00910	380.405	460.817	392.537	389.059	341.241	399.774	323.187
Zosma87g00920	232.195	234.927	137.605	173.278	138.782	181.858	45.9266
Zosma87g00930	4.94033	9.03564	44.9028	53.9451	68.5748	18.8129	110.564
Zosma87g00940	27.9952	31.6247	40.5573	45.7716	11.4291	29.787	28.9168
Zosma87g00970	1864.15	2968.21	2248.03	2437.34	1560.89	2840.74	607.252
